Number,Name,Real_mps,time_s,taken_time,duration,width,height,pairs,aspect,mag_mean_mean,mag_mean_std,mag_mean_med,mag_mean_p90,mag_med_mean,mag_med_std,mag_med_med,mag_med_p90,mag_p75_mean,mag_p75_std,mag_p75_med,mag_p75_p90,mag_p90_mean,mag_p90_std,mag_p90_med,mag_p90_p90,mag_p95_mean,mag_p95_std,mag_p95_med,mag_p95_p90,mag_std_mean,mag_std_std,mag_std_med,mag_std_p90,x_med_mean,x_med_std,x_med_med,x_med_p90,y_med_mean,y_med_std,y_med_med,y_med_p90,xy_ratio_mean,xy_ratio_std,xy_ratio_med,xy_ratio_p90,coherence_mean,coherence_std,coherence_med,coherence_p90,texture_mean,texture_std,texture_med,texture_p90,valid_ratio_mean,valid_ratio_std,valid_ratio_med,valid_ratio_p90,video_path,win_start,win_end,win_len,ok,meta_time_s,meta_log_time_s,meta_arrow,meta_gopro,meta_uas,meta_seeded,meta_unseeded,meta_stabilised,meta_nonstabilised,meta_notstabilised,meta_castor,meta_canada,meta_bradano,meta_alpine,meta_lamorge,meta_lavence,meta_brenta,meta_flir,meta_river,meta_noce,meta_thalhofen,meta_tiber,meta_salmon,meta_stjulien,meta_orthorectified,meta_is_short,meta_is_very_short,meta_is_long
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.024637945,0.0007199927931651473,0.02474093623459339,0.025461823865771293,0.029458068,0.0007438963511958718,0.0296182781457901,0.03031270541250706,0.036084566886226334,0.00109523732591133,0.036047136411070824,0.037200750410556795,0.03963315755956703,0.000960548544058296,0.039687808603048325,0.040930595993995664,0.04144921859519349,0.000897816190281894,0.04163872078061104,0.042577481493353844,0.013935687,0.00031365707400254905,0.013975614681839943,0.014297753199934959,0.03999968,0.0020441676024347544,0.039325203746557236,0.04256952404975891,0.008777726,0.0035723098553717136,0.009673637337982655,0.012693655863404275,0.75746065,0.07137222588062286,0.7575654983520508,0.847217607498169,0.8529364155939476,0.07466998517577944,0.8586384477547008,0.9163242367171718,0.36690483010152847,0.005694342527649198,0.3680309520048254,0.3745651484470741,0.6725983431634419,0.00029077539811226376,0.6725210465292063,0.6729686948631278,Data\Arrow_Gopro_Seeded_notStabilised.avi,10.0,12.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.024995102,0.0007565176929347217,0.025400355458259583,0.025573047623038293,0.029799538,0.0009173629223369062,0.029890233650803566,0.030577287822961808,0.03648595429129071,0.0009338864826890283,0.03627756983041763,0.0377098485827446,0.040141625826557475,0.0009226645742991185,0.04027586579322815,0.04110137611627579,0.04189607455498642,0.001184001556981779,0.04164387434720993,0.04304634392261505,0.014009487,0.00029865780379623175,0.013975614681839943,0.014444293268024922,0.040312145,0.0015488479984924197,0.039639439433813095,0.042036357522010806,0.0083435895,0.004250906407833099,0.006051351316273212,0.014058365672826768,0.7590253,0.07927201688289642,0.7877285480499268,0.8421851396560669,0.8474904863615009,0.0789750091183868,0.8834158610240518,0.9082052488492678,0.3741077797085631,0.00392392669925897,0.37403992297602634,0.37901193057789523,0.6723709342250385,0.0002938450211330929,0.6724202248323771,0.6726259010939086,Data\Arrow_Gopro_Seeded_notStabilised.avi,11.0,13.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.025659971,0.000604130735155195,0.02547368034720421,0.026332632452249528,0.030478232,0.000927268760278821,0.030366327613592148,0.03141626939177513,0.03692493960261345,0.0010955465615916844,0.03704472631216049,0.03829084485769272,0.0410971580280198,0.000927794169323316,0.040921046212315564,0.04216668143868446,0.04319872916158703,0.0012224029839775965,0.0432785527780652,0.044707284569740297,0.014080184,0.00041458013583905995,0.013981406576931477,0.014666403271257877,0.040904112,0.0018245541723445058,0.04169565066695213,0.04270654693245888,0.0085393805,0.004185315687209368,0.008550900965929031,0.014058365672826768,0.7539602,0.08651110529899597,0.7403860092163086,0.8515131354331971,0.8825242409779517,0.06131168289872492,0.8834158610240518,0.962073813416184,0.374931325476154,0.0042093620724800275,0.3764163148169424,0.3792087988759957,0.6725490525561033,0.00036820332078301544,0.6724807178504746,0.6730896808993228,Data\Arrow_Gopro_Seeded_notStabilised.avi,12.0,14.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.025251739,0.0010522195370867848,0.025354012846946716,0.02634757123887539,0.029549513,0.001213743700645864,0.029803941026329994,0.030824144184589387,0.03703341136376063,0.001230044301687799,0.037433210760354996,0.038312775641679765,0.041089924093749786,0.0011598169787126863,0.04105074033141136,0.042471913248300554,0.04340540034075578,0.0014445121212691592,0.0432785527780652,0.04494649041444063,0.014207331,0.0003299654053989798,0.014277233742177486,0.014637310244143008,0.03976565,0.0017619612626731396,0.03961648792028427,0.04203580468893051,0.0087081585,0.004147527739405632,0.008550900965929031,0.013834531418979168,0.74352705,0.08888441324234009,0.7403860092163086,0.8515131354331971,0.8429845367341677,0.0764867424098385,0.8301304505707578,0.9317998604017831,0.36960456532330815,0.0037437366278669825,0.3680006139418658,0.37436685001148895,0.6725949824402142,0.0003274248312767232,0.6724807178504746,0.6730332207490984,Data\Arrow_Gopro_Seeded_notStabilised.avi,13.0,15.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.024814049,0.0011286265216767788,0.024749357253313065,0.02634757123887539,0.028468754,0.0014568108599632978,0.028520170599222183,0.030357540398836137,0.03707412433707052,0.0012045414158384923,0.037620410323143005,0.03821499571204186,0.04119000906745593,0.0013911701855391762,0.04145829863846302,0.042799924835562705,0.043499020673334596,0.0017262935038619195,0.04401460979133844,0.04554708041250705,0.014300348,0.0006462958990596235,0.01441858895123005,0.01489123497158289,0.038660396,0.0009419998386874795,0.03866192325949669,0.039722203463315967,0.00898795,0.0038918054196983576,0.008845323696732521,0.013834531418979168,0.7412018,0.08368202298879623,0.744572639465332,0.8364405035972595,0.8376661304451434,0.08681232156159602,0.8982764503031933,0.9132743413999155,0.3631151918232571,0.0038121395518606097,0.3659502216413909,0.3667080987668505,0.6725132048416751,0.0002587878120653461,0.6724101426626942,0.6728214951857572,Data\Arrow_Gopro_Seeded_notStabilised.avi,14.0,16.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.024644457,0.0012767578009516,0.024146871641278267,0.026093559712171553,0.027842764,0.0013870090479031205,0.02764638513326645,0.029718979448080062,0.03734495542529556,0.0014776822895985109,0.03690446447581053,0.03931887447834015,0.04155781869259145,0.0016346459186436836,0.041238198056817055,0.043854435756802555,0.044007539355920416,0.001903847672827402,0.04355602338910103,0.04663870684802532,0.014480468,0.0007090592407621443,0.0147557919844985,0.015158240310847759,0.037613597,0.000930980546399951,0.037315428256988525,0.03871026933193207,0.009105265,0.003945235628634691,0.00830388255417347,0.013826301693916321,0.7444024,0.08225217461585999,0.7634755969047546,0.8323042750358581,0.8427579266973243,0.07937489064379011,0.8982764503031933,0.9168340871244117,0.356851059990511,0.004960494736985156,0.35763286515778187,0.3607019701191023,0.6724527118235777,0.00020840699545963284,0.6725412108685721,0.6726944598477524,Data\Arrow_Gopro_Seeded_notStabilised.avi,15.0,17.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.024159318,0.0015086617786437273,0.02356695383787155,0.026054977625608444,0.02670811,0.001796951750293374,0.026557687669992447,0.02873756214976311,0.037226219558053546,0.00158921863275284,0.036796629428863525,0.03931887447834015,0.041699304845598015,0.001668412505765444,0.040534289181232454,0.043854435756802555,0.04417142758352889,0.0018011596608638505,0.04312562942504883,0.04663870684802532,0.014644331,0.0005873437621630728,0.01472889818251133,0.015213354490697384,0.036057018,0.0013608274748548865,0.03614512085914612,0.03771229460835457,0.009377935,0.004045089706778526,0.008480784483253956,0.014974452555179596,0.7354849,0.08138126134872437,0.7271285653114319,0.8315271973609925,0.8164696724906385,0.09523963411714885,0.7800656603736219,0.925511764814782,0.3529434769241898,0.004962370306343029,0.35561987185010724,0.3582385612936581,0.6726028241277455,0.0004300792095830379,0.6725815395473038,0.6733074557644737,Data\Arrow_Gopro_Seeded_notStabilised.avi,16.0,18.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,9,0.9188118811881189,0.022752961,0.0012419353006407619,0.022565089166164398,0.024645818024873735,0.02492086,0.0013930295826867223,0.025058455765247345,0.026808809489011765,0.03599764737817976,0.0012166588737715384,0.03549156151711941,0.03771480936557055,0.04124159647358788,0.0013212613457127909,0.04114148169755936,0.04279014922678471,0.043504929563237565,0.0013129911546285588,0.043036230653524396,0.04540757339447737,0.014799876,0.0006378274410963058,0.01511192787438631,0.015309464186429977,0.034444418,0.0015297028003260493,0.034332193434238434,0.035987405478954314,0.008018628,0.002843573922291398,0.006758546456694603,0.011074930801987648,0.75789523,0.05973241105675697,0.7781702280044556,0.7997716069221497,0.7892208610632676,0.11785110682270696,0.7751208344197249,0.9218734253785154,0.3481591617359835,0.004380369191388236,0.34726879643458947,0.3529639150582108,0.6725188060470545,0.0003294118361677363,0.6724000604930113,0.6728073801482011,Data\Arrow_Gopro_Seeded_notStabilised.avi,17.0,19.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Arrow_Gopro_Seeded_notStabilised,0.413,19,,19.8,464,505,8,0.9188118811881189,0.022004262,0.0008110648486763239,0.021614868193864822,0.023196796141564845,0.024081185,0.001008356106467545,0.02367948740720749,0.025329958647489548,0.035777802811935544,0.0009798580602910054,0.035509842447936535,0.037187641579657794,0.04137078607454896,0.0011877709417311474,0.041549518890678885,0.04246280755847693,0.043249486852437256,0.0010335621720251147,0.043086439836770296,0.04467177592217922,0.015201965,0.0003406296600587666,0.015268219634890556,0.015494237653911114,0.033534244,0.0013397840084508061,0.033241186290979385,0.035467535629868506,0.0067068953,0.001180668594315648,0.006339116953313351,0.008080016449093818,0.7713375,0.020097766071558,0.776333749294281,0.7863455772399902,0.7713521246647935,0.1246745203068686,0.7238389229575037,0.9280384684010348,0.3457209381402708,0.002921525607947786,0.344845640893076,0.34959561815448836,0.6723597318142797,0.00015240425929153976,0.672374855068804,0.672534153349794,Data\Arrow_Gopro_Seeded_notStabilised.avi,17.8,19.8,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Arrow_GoPro_Seeded_Stabilised,0.413,19,,19.6,464,505,9,0.9188118811881189,0.01913526,0.003591295564547181,0.020241770893335342,0.02080329544842243,0.022116417,0.004437007009983063,0.02358151227235794,0.02422533892095089,0.03071738924417231,0.005718140106925693,0.032662155106663704,0.03300135731697083,0.03455662238929007,0.006227604379474981,0.03682352788746358,0.03719257727265358,0.036546441126200896,0.006522229080147171,0.03903151676058769,0.0393406406790018,0.0130074695,0.0023971213959157467,0.013814067468047142,0.014073803275823592,0.03039166,0.006138310767710209,0.0322648324072361,0.03359626457095146,0.007021308,0.001994150457903743,0.00738067552447319,0.00922871083021164,0.74912816,0.03251313790678978,0.7590809464454651,0.7815512895584107,0.8057061658417298,0.07067128143930641,0.8043077452513788,0.8798149655453852,0.352113824316619,0.003822052658617755,0.3521444881663603,0.35726938883463544,0.6723325201478212,0.00034177742585303874,0.6722069061266519,0.6727959697732931,Data\Arrow_GoPro_Seeded_Stabilised.avi,0.0,2.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Arrow_GoPro_Seeded_Stabilised,0.413,19,,19.6,464,505,9,0.9188118811881189,0.02059794,0.00019102862279396504,0.02063930779695511,0.02080329544842243,0.024362737,0.0003296806535217911,0.02444610744714737,0.024811483547091485,0.03304548613313171,0.0002946884434732493,0.03304979484528303,0.03335497230291366,0.0366023867080609,0.0003194629125758466,0.03656633198261261,0.03702650979161263,0.03884513133929835,0.00048181660716307045,0.038984839431941504,0.0393406406790018,0.013880515,0.00012186885578557849,0.01382446475327015,0.014042387157678604,0.033399742,0.0008138550911098719,0.03342173248529434,0.0342590294778347,0.007414575,0.001511070877313614,0.007297152187675238,0.009211989492177964,0.75426763,0.03438429906964302,0.7587857842445374,0.7876428484916687,0.8016269312942169,0.07486711316740785,0.7910452954868643,0.8858075800293507,0.3536105719007438,0.0025964173999374774,0.3540408265356924,0.35726938883463544,0.6724283834797662,0.00033496347384631985,0.6722961581943248,0.6727721692219136,Data\Arrow_GoPro_Seeded_Stabilised.avi,1.0,3.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Arrow_GoPro_Seeded_Stabilised,0.413,19,,19.6,464,505,9,0.9188118811881189,0.020714793,0.00022669872851110995,0.020646503195166588,0.020862166583538056,0.0245897,0.0003706814313773066,0.024549484252929688,0.024939121678471565,0.03334297125952111,0.0002661557038645555,0.03330481797456741,0.03366273399442434,0.03687986706693967,0.0005013489643083365,0.03677971735596657,0.03729569345712662,0.03942129260136021,0.0006408608428491898,0.039352712035179135,0.03997490756213665,0.014025529,0.00017048353038262576,0.014066810719668865,0.014208744280040264,0.03373521,0.0004998745862394571,0.034016769379377365,0.03418793231248855,0.0069828033,0.0013325090985745192,0.007229309529066086,0.008461354672908783,0.76867056,0.030709870159626007,0.7587857842445374,0.8031854510307312,0.7987180789818958,0.06459895449472622,0.7689080796206966,0.8840673113222972,0.35093082602507153,0.001971074439275348,0.35096713795381435,0.35286962770948227,0.6725033111415163,0.0003502861081277573,0.6726234157757921,0.6729625736329492,Data\Arrow_GoPro_Seeded_Stabilised.avi,2.0,4.0,2.0,True,19,2.995732273553991,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
